athlete_name,year,points_earned,event_name,country,profile_url,stance,first_season,age,height(cm),weight(kg),beach,event_region,event_country
Stuart Kennedy,2017,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,27,175,73,Teahupo'o,Tahiti,French Polynesia
Jadson Andre,2017,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,27,170,70,Teahupo'o,Tahiti,French Polynesia
Filipe Toledo,2015,500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,20,175,70,Hossegor,Landas,France
Miguel Pupo,2015,500,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,23,175,73,Supertubes,Jeffreys Bay,South Africa
Kai Otton,2015,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/565/kai-otton,Goofy,2007 Men's CT,35,180,76,Bells Beach,Victoria,Australia
Jack Freestone,2017,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,25,185,86,Teahupo'o,Tahiti,French Polynesia
Ezekiel Lau,2017,500,Tahiti Pro Teahupo'o,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,23,186,92,Teahupo'o,Tahiti,French Polynesia
Kelly Slater,2017,500,Tahiti Pro Teahupo'o,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,45,175,73,Teahupo'o,Tahiti,French Polynesia
Wiggolly Dantas,2015,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,25,175,72,Bells Beach,Victoria,Australia
Bede Durbidge,2015,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,32,185,82,Bells Beach,Victoria,Australia
Jeremy Flores,2015,500,J-Bay Open,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,27,173,72,Supertubes,Jeffreys Bay,South Africa
John John Florence,2015,500,J-Bay Open,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,22,186,79,Supertubes,Jeffreys Bay,South Africa
Taj Burrow,2015,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/555/taj-burrow,Regular,1996 Men's CT,37,175,72,Supertubes,Jeffreys Bay,South Africa
Leonardo Fioravanti,2017,500,Tahiti Pro Teahupo'o,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,19,180,80,Teahupo'o,Tahiti,French Polynesia
Italo Ferreira,2015,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,21,168,68,Bells Beach,Victoria,Australia
Jadson Andre,2015,500,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,25,170,70,Supertubes,Jeffreys Bay,South Africa
Sebastian Zietz,2015,500,J-Bay Open,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,27,183,77,Supertubes,Jeffreys Bay,South Africa
Ethan Ewing,2017,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,19,178,77,Supertubes,Jeffreys Bay,South Africa
Stuart Kennedy,2017,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,27,175,73,Supertubes,Jeffreys Bay,South Africa
Michael February,2017,500,J-Bay Open,South Africa,https://www.worldsurfleague.com/athletes/1380/michael-february,Regular,2008 Men's QS,24,188,72,Supertubes,Jeffreys Bay,South Africa
Nat Young,2015,500,Tahiti Pro Teahupo'o,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,24,180,75,Teahupo'o,Tahiti,French Polynesia
Brett Simpson,2015,500,Hurley Pro at Trestles,United States,https://www.worldsurfleague.com/athletes/23/brett-simpson,Regular,2008 Men's QS,30,185,81,Trestles,"San Clemente, California",USA
Jordy Smith,2015,500,Hurley Pro at Trestles,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,27,190,88,Trestles,"San Clemente, California",USA
Bede Durbidge,2016,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,33,185,82,Teahupo'o,Tahiti,French Polynesia
Sebastian Zietz,2015,500,Hurley Pro at Trestles,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,27,183,77,Trestles,"San Clemente, California",USA
Jadson Andre,2015,500,Hurley Pro at Trestles,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,25,170,70,Trestles,"San Clemente, California",USA
Keanu Asing,2015,500,Hurley Pro at Trestles,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,22,163,63,Trestles,"San Clemente, California",USA
Ryan Callinan,2016,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,24,183,80,Teahupo'o,Tahiti,French Polynesia
Jack Freestone,2016,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,24,185,86,Teahupo'o,Tahiti,French Polynesia
Davey Cathels,2016,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/2056/davey-cathels,Regular,2010 Men's QS,25,172,67,Teahupo'o,Tahiti,French Polynesia
John John Florence,2015,500,Hurley Pro at Trestles,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,22,186,79,Trestles,"San Clemente, California",USA
Miguel Pupo,2016,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,24,175,73,Teahupo'o,Tahiti,French Polynesia
Wiggolly Dantas,2016,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,26,175,72,Teahupo'o,Tahiti,French Polynesia
Stuart Kennedy,2016,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,26,175,73,Teahupo'o,Tahiti,French Polynesia
Taj Burrow,2015,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/555/taj-burrow,Regular,1996 Men's CT,37,175,72,Teahupo'o,Tahiti,French Polynesia
Owen Wright,2016,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,26,190,81,Teahupo'o,Tahiti,French Polynesia
Keanu Asing,2015,500,Tahiti Pro Teahupo'o,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,22,163,63,Teahupo'o,Tahiti,French Polynesia
Michel Bourez,2015,500,Tahiti Pro Teahupo'o,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,29,175,80,Teahupo'o,Tahiti,French Polynesia
Adam Melling,2015,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/260/adam-melling,Regular,2008 Men's QS,30,175,75,Teahupo'o,Tahiti,French Polynesia
Kolohe Andino,2015,500,Tahiti Pro Teahupo'o,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,21,180,79,Teahupo'o,Tahiti,French Polynesia
Miguel Pupo,2015,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,23,175,73,Teahupo'o,Tahiti,French Polynesia
Jordy Smith,2015,500,Tahiti Pro Teahupo'o,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,27,190,88,Teahupo'o,Tahiti,French Polynesia
Glenn Hall,2015,500,Tahiti Pro Teahupo'o,Ireland,https://www.worldsurfleague.com/athletes/215/glenn-hall,Goofy,2008 Men's QS,33,165,63,Teahupo'o,Tahiti,French Polynesia
Ricardo Christie,2015,500,Tahiti Pro Teahupo'o,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,27,185,84,Teahupo'o,Tahiti,French Polynesia
Conner Coffin,2016,500,Tahiti Pro Teahupo'o,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,23,172,76,Teahupo'o,Tahiti,French Polynesia
Freddy Patacchia Jr.,2015,500,Tahiti Pro Teahupo'o,Hawaii,https://www.worldsurfleague.com/athletes/2/freddy-patacchia-jr,Goofy,2002 Men's CT,33,172,74,Teahupo'o,Tahiti,French Polynesia
Matt Banting,2015,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/2757/matt-banting,Regular,2011 Men's JR,21,180,69,Teahupo'o,Tahiti,French Polynesia
Caio Ibelli,2016,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,23,167,72,Teahupo'o,Tahiti,French Polynesia
Michel Bourez,2016,500,Tahiti Pro Teahupo'o,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,30,175,80,Teahupo'o,Tahiti,French Polynesia
Ricardo Christie,2015,500,Hurley Pro at Trestles,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,27,185,84,Trestles,"San Clemente, California",USA
Matt Banting,2015,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/2757/matt-banting,Regular,2011 Men's JR,21,180,69,Trestles,"San Clemente, California",USA
Stuart Kennedy,2017,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,27,175,73,Trestles,"San Clemente, California",USA
Bede Durbidge,2016,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,33,185,82,Trestles,"San Clemente, California",USA
Filipe Toledo,2017,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,22,175,70,Teahupo'o,Tahiti,French Polynesia
Nat Young,2017,500,Hurley Pro at Trestles,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,26,180,75,Trestles,"San Clemente, California",USA
Jack Freestone,2017,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,25,185,86,Trestles,"San Clemente, California",USA
Kelly Slater,2017,500,Hurley Pro at Trestles,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,45,175,73,Trestles,"San Clemente, California",USA
Leonardo Fioravanti,2017,500,Hurley Pro at Trestles,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,19,180,80,Trestles,"San Clemente, California",USA
Ian Gouveia,2017,500,Hurley Pro at Trestles,Brazil,https://www.worldsurfleague.com/athletes/1089/ian-gouveia,Goofy,2008 Men's QS,24,167,69,Trestles,"San Clemente, California",USA
Michel Bourez,2017,500,Hurley Pro at Trestles,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,31,175,80,Trestles,"San Clemente, California",USA
Caio Ibelli,2017,500,Hurley Pro at Trestles,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,24,167,72,Trestles,"San Clemente, California",USA
Joel Parkinson,2017,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,36,183,82,Trestles,"San Clemente, California",USA
Kolohe Andino,2017,500,Hurley Pro at Trestles,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,23,180,79,Trestles,"San Clemente, California",USA
Owen Wright,2017,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,27,190,81,Trestles,"San Clemente, California",USA
Matt Wilkinson,2017,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,29,180,82,Trestles,"San Clemente, California",USA
Owen Wright,2016,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,26,190,81,Trestles,"San Clemente, California",USA
Ryan Callinan,2016,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,24,183,80,Trestles,"San Clemente, California",USA
Dusty Payne,2015,500,Hurley Pro at Trestles,Hawaii,https://www.worldsurfleague.com/athletes/8/dusty-payne,Regular,2008 Men's QS,26,178,74,Trestles,"San Clemente, California",USA
Adam Melling,2016,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/260/adam-melling,Regular,2008 Men's QS,31,175,75,Trestles,"San Clemente, California",USA
Alejo Muniz,2016,500,Hurley Pro at Trestles,Brazil,https://www.worldsurfleague.com/athletes/708/alejo-muniz,Regular,2008 Men's QS,26,175,72,Trestles,"San Clemente, California",USA
Davey Cathels,2016,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/2056/davey-cathels,Regular,2010 Men's QS,25,172,67,Trestles,"San Clemente, California",USA
Matt Banting,2016,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/2757/matt-banting,Regular,2011 Men's JR,22,180,69,Trestles,"San Clemente, California",USA
Jeremy Flores,2016,500,Hurley Pro at Trestles,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,28,173,72,Trestles,"San Clemente, California",USA
Keanu Asing,2016,500,Hurley Pro at Trestles,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,23,163,63,Trestles,"San Clemente, California",USA
Nat Young,2016,500,Hurley Pro at Trestles,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,25,180,75,Trestles,"San Clemente, California",USA
Sebastian Zietz,2016,500,Hurley Pro at Trestles,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,28,183,77,Trestles,"San Clemente, California",USA
Adriano de Souza,2016,500,Hurley Pro at Trestles,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,29,170,66,Trestles,"San Clemente, California",USA
Julian Wilson,2016,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,27,183,82,Trestles,"San Clemente, California",USA
Matt Wilkinson,2016,500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,28,180,82,Trestles,"San Clemente, California",USA
Tomas Hermes,2015,500,Hurley Pro at Trestles,Brazil,https://www.worldsurfleague.com/athletes/449/tomas-hermes,Regular,2008 Men's QS,28,163,65,Trestles,"San Clemente, California",USA
Aritz Aranburu,2015,500,Hurley Pro at Trestles,Spain,https://www.worldsurfleague.com/athletes/588/aritz-aranburu,Regular,2007 Men's CT,30,172,70,Trestles,"San Clemente, California",USA
Alejo Muniz,2015,500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/708/alejo-muniz,Regular,2008 Men's QS,25,175,72,Hossegor,Landas,France
Filipe Toledo,2016,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,21,175,70,Teahupo'o,Tahiti,French Polynesia
Aritz Aranburu,2015,500,Quiksilver Pro France,Spain,https://www.worldsurfleague.com/athletes/588/aritz-aranburu,Regular,2007 Men's CT,30,172,70,Hossegor,Landas,France
Bede Durbidge,2016,500,Fiji Pro,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,33,185,82,Cloudbreak,Tavarua Island,Fiji
Ricardo Christie,2015,500,Rip Curl Pro Bells Beach,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,27,185,84,Bells Beach,Victoria,Australia
Conner Coffin,2017,500,Fiji Pro,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,24,172,76,Cloudbreak,Tavarua Island,Fiji
Keanu Asing,2017,500,Quiksilver Pro France,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,24,163,63,Hossegor,Landas,France
Bede Durbidge,2017,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,34,185,82,Snapper Rocks,"Gold Coast, Queensland",Australia
Michel Bourez,2017,500,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,31,175,80,Snapper Rocks,"Gold Coast, Queensland",Australia
Julian Wilson,2017,500,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,28,183,82,Hossegor,Landas,France
Caio Ibelli,2017,500,Fiji Pro,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,24,167,72,Cloudbreak,Tavarua Island,Fiji
Wiggolly Dantas,2017,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,27,175,72,Snapper Rocks,"Gold Coast, Queensland",Australia
Joan Duru,2016,500,Quiksilver Pro France,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,27,177,77,Hossegor,Landas,France
Owen Wright,2016,500,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,26,190,81,Hossegor,Landas,France
Bede Durbidge,2016,500,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,33,185,82,Hossegor,Landas,France
Kanoa Igarashi,2017,500,Fiji Pro,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,20,180,78,Cloudbreak,Tavarua Island,Fiji
Adrian Buchan,2017,500,Fiji Pro,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,35,175,75,Cloudbreak,Tavarua Island,Fiji
Dusty Payne,2015,500,Rip Curl Pro Bells Beach,Hawaii,https://www.worldsurfleague.com/athletes/8/dusty-payne,Regular,2008 Men's QS,26,178,74,Bells Beach,Victoria,Australia
Alex Ribeiro,2016,500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/483/alex-ribeiro,Goofy,2008 Men's QS,26,178,77,Hossegor,Landas,France
Kanoa Igarashi,2017,500,Quiksilver Pro Gold Coast,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,20,180,78,Snapper Rocks,"Gold Coast, Queensland",Australia
Adam Melling,2016,500,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/260/adam-melling,Regular,2008 Men's QS,31,175,75,Hossegor,Landas,France
Jadson Andre,2017,500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,27,170,70,Hossegor,Landas,France
Josh Kerr,2017,500,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,33,173,69,Hossegor,Landas,France
Filipe Toledo,2017,500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,22,175,70,Hossegor,Landas,France
Yago Dora,2017,500,Fiji Pro,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,21,181,77,Cloudbreak,Tavarua Island,Fiji
Italo Ferreira,2017,500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,23,168,68,Hossegor,Landas,France
Nat Young,2017,500,Fiji Pro,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,26,180,75,Cloudbreak,Tavarua Island,Fiji
Jack Freestone,2017,500,Fiji Pro,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,25,185,86,Cloudbreak,Tavarua Island,Fiji
Jadson Andre,2017,500,Fiji Pro,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,27,170,70,Cloudbreak,Tavarua Island,Fiji
Conner Coffin,2017,500,Quiksilver Pro France,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,24,172,76,Hossegor,Landas,France
Wiggolly Dantas,2017,500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,27,175,72,Hossegor,Landas,France
Ethan Ewing,2017,500,Fiji Pro,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,19,178,77,Cloudbreak,Tavarua Island,Fiji
Kanoa Igarashi,2017,500,Quiksilver Pro France,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,20,180,78,Hossegor,Landas,France
